File name;Path;Last modification date;SHA-512;Size in Bytes
SOUND027.BLP;Speedy_Blupi_II/SOUND/SOUND027.BLP;1998-05-12 12:44:28:000;0aa6d1e8f527e397611c3b05424d85c7e479f3169df2fc563e21ebfd242d0c58a855a9b93058422c1121ad45780c841c3d0db697891282e60355c3c65b802e45;11528
sound027.blp;Speedy_Blupi_Demo/Sound/sound027.blp;1998-05-12 11:44:28:000;0aa6d1e8f527e397611c3b05424d85c7e479f3169df2fc563e21ebfd242d0c58a855a9b93058422c1121ad45780c841c3d0db697891282e60355c3c65b802e45;11528
SOUND027.BLP;Speedy Eggbert/Game/SOUND/SOUND027.BLP;1998-05-12 08:44:28:000;0aa6d1e8f527e397611c3b05424d85c7e479f3169df2fc563e21ebfd242d0c58a855a9b93058422c1121ad45780c841c3d0db697891282e60355c3c65b802e45;11528
SOUND027.BLP;Speedy Eggbert 2/SOUND/SOUND027.BLP;1998-05-12 12:44:28:000;0aa6d1e8f527e397611c3b05424d85c7e479f3169df2fc563e21ebfd242d0c58a855a9b93058422c1121ad45780c841c3d0db697891282e60355c3c65b802e45;11528
SOUND027.BLP;Speedy_Blupi_I/SOUND/SOUND027.BLP;1998-05-12 13:59:28:000;0aa6d1e8f527e397611c3b05424d85c7e479f3169df2fc563e21ebfd242d0c58a855a9b93058422c1121ad45780c841c3d0db697891282e60355c3c65b802e45;11528
SOUND027.BLP;Speedy_Eggbert_Demo/SOUND/SOUND027.BLP;1998-05-12 08:44:28:000;0aa6d1e8f527e397611c3b05424d85c7e479f3169df2fc563e21ebfd242d0c58a855a9b93058422c1121ad45780c841c3d0db697891282e60355c3c65b802e45;11528
LIESMICH.TXT;Speedy_Blupi_I/LIESMICH.TXT;1998-10-09 10:35:24:000;0bd3186555dd634b63f74ff3325c589076379b458fc82c00bb76cbda528f36509fd5bd3d45defafa66212b5a18e4b6d03d606ffbcf3a615e42158a88dd7f4871;2360
installd.gif;Speedy Eggbert/assets/images/installd.gif;2000-06-05 17:57:38:000;0c4ff2ac56fe6fd6f566ffe46bb9c851df029943c3fae4f02455ef704f029971f4d9028b2b962b2d04997c088d183319fac56a15d0b76672d77f91f60c5a00ff;1026
TEMP.BLP;Speedy_Blupi_II/IMAGE08/TEMP.BLP;1998-04-05 20:53:06:000;0cf96059c4102b760464a8c6a5574782750563477e68e4b277a62184753f4bb5deaf5a0e29ff1dc165a54f3718421858e51b88cdbb4190fef00a4bc454d9721c;5174
temp.blp;Speedy_Blupi_Demo/Image/temp.blp;1998-04-05 19:53:06:000;0cf96059c4102b760464a8c6a5574782750563477e68e4b277a62184753f4bb5deaf5a0e29ff1dc165a54f3718421858e51b88cdbb4190fef00a4bc454d9721c;5174
TEMP.BLP;Speedy Eggbert/Game/IMAGE08/TEMP.BLP;1998-04-05 16:53:06:000;0cf96059c4102b760464a8c6a5574782750563477e68e4b277a62184753f4bb5deaf5a0e29ff1dc165a54f3718421858e51b88cdbb4190fef00a4bc454d9721c;5174
temp.blp;Speedy Eggbert 2/IMAGE08/temp.blp;1998-04-05 20:53:06:000;0cf96059c4102b760464a8c6a5574782750563477e68e4b277a62184753f4bb5deaf5a0e29ff1dc165a54f3718421858e51b88cdbb4190fef00a4bc454d9721c;5174
TEMP.BLP;Speedy_Blupi_I/IMAGE08/TEMP.BLP;1998-04-05 22:08:06:000;0cf96059c4102b760464a8c6a5574782750563477e68e4b277a62184753f4bb5deaf5a0e29ff1dc165a54f3718421858e51b88cdbb4190fef00a4bc454d9721c;5174
TEMP.BLP;Speedy_Eggbert_Demo/IMAGE08/TEMP.BLP;1998-04-05 16:53:06:000;0cf96059c4102b760464a8c6a5574782750563477e68e4b277a62184753f4bb5deaf5a0e29ff1dc165a54f3718421858e51b88cdbb4190fef00a4bc454d9721c;5174
GREAD.BLP;Speedy_Blupi_II/IMAGE16/GREAD.BLP;1999-07-01 00:51:18:000;0d613e481ec42ee431799ccc09160232541ec161993a53e7403603bd793ea3216295f529a0ce91bb62e79b5591eaa4bd787724395667d36440b27a534d28c47d;921654
